areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2023-12-13,583,21024823,294,19384397,289,1640426
nation,England,E92000001,2023-12-12,1040,21024240,600,19384103,440,1640137
nation,England,E92000001,2023-12-11,1183,21023200,703,19383503,480,1639697
nation,England,E92000001,2023-12-10,947,21022017,538,19382800,409,1639217
nation,England,E92000001,2023-12-09,771,21021070,480,19382262,291,1638808
nation,England,E92000001,2023-12-08,882,21020299,532,19381782,350,1638517
nation,England,E92000001,2023-12-07,807,21019417,480,19381250,327,1638167
nation,England,E92000001,2023-12-06,945,21018610,564,19380770,381,1637840
nation,England,E92000001,2023-12-05,933,21017665,571,19380206,362,1637459
nation,England,E92000001,2023-12-04,950,21016732,544,19379635,406,1637097
nation,England,E92000001,2023-12-03,687,21015782,378,19379091,309,1636691
nation,England,E92000001,2023-12-02,519,21015095,325,19378713,194,1636382
nation,England,E92000001,2023-12-01,538,21014576,354,19378388,184,1636188
nation,England,E92000001,2023-11-30,655,21014038,393,19378034,262,1636004
nation,England,E92000001,2023-11-29,727,21013383,443,19377641,284,1635742
nation,England,E92000001,2023-11-28,682,21012656,399,19377198,283,1635458
nation,England,E92000001,2023-11-27,685,21011974,403,19376799,282,1635175
nation,England,E92000001,2023-11-26,506,21011289,307,19376396,199,1634893
nation,England,E92000001,2023-11-25,424,21010783,264,19376089,160,1634694
nation,England,E92000001,2023-11-24,545,21010359,328,19375825,217,1634534
nation,England,E92000001,2023-11-23,562,21009814,332,19375497,230,1634317
nation,England,E92000001,2023-11-22,612,21009252,365,19375165,247,1634087
nation,England,E92000001,2023-11-21,590,21008640,361,19374800,229,1633840
nation,England,E92000001,2023-11-20,695,21008050,394,19374439,301,1633611
nation,England,E92000001,2023-11-19,547,21007355,329,19374045,218,1633310
nation,England,E92000001,2023-11-18,449,21006808,270,19373716,179,1633092
nation,England,E92000001,2023-11-17,510,21006359,316,19373446,194,1632913
nation,England,E92000001,2023-11-16,662,21005849,403,19373130,259,1632719
nation,England,E92000001,2023-11-15,629,21005187,366,19372727,263,1632460
nation,England,E92000001,2023-11-14,760,21004558,460,19372361,300,1632197
nation,England,E92000001,2023-11-13,739,21003798,453,19371901,286,1631897
nation,England,E92000001,2023-11-12,593,21003059,352,19371448,241,1631611
nation,England,E92000001,2023-11-11,291,21002466,207,19371096,84,1631370
nation,England,E92000001,2023-11-10,275,21002175,211,19370889,64,1631286
nation,England,E92000001,2023-11-09,493,21001900,303,19370678,190,1631222
nation,England,E92000001,2023-11-08,693,21001407,425,19370375,268,1631032
nation,England,E92000001,2023-11-07,817,21000714,503,19369950,314,1630764
nation,England,E92000001,2023-11-06,780,20999897,471,19369447,309,1630450
nation,England,E92000001,2023-11-05,683,20999117,396,19368976,287,1630141
nation,England,E92000001,2023-11-04,592,20998434,376,19368580,216,1629854
nation,England,E92000001,2023-11-03,734,20997842,471,19368204,263,1629638
nation,England,E92000001,2023-11-02,809,20997108,507,19367733,302,1629375
nation,England,E92000001,2023-11-01,865,20996299,531,19367226,334,1629073
nation,England,E92000001,2023-10-31,954,20995434,586,19366695,368,1628739
nation,England,E92000001,2023-10-30,1011,20994480,596,19366109,415,1628371
nation,England,E92000001,2023-10-29,847,20993469,526,19365513,321,1627956
nation,England,E92000001,2023-10-28,737,20992622,470,19364987,267,1627635
nation,England,E92000001,2023-10-27,932,20991885,595,19364517,337,1627368
nation,England,E92000001,2023-10-26,1013,20990953,663,19363922,350,1627031
nation,England,E92000001,2023-10-25,1021,20989940,639,19363259,382,1626681
nation,England,E92000001,2023-10-24,1151,20988919,698,19362620,453,1626299
nation,England,E92000001,2023-10-23,1175,20987768,742,19361922,433,1625846
nation,England,E92000001,2023-10-22,988,20986593,621,19361180,367,1625413
nation,England,E92000001,2023-10-21,868,20985605,551,19360559,317,1625046
nation,England,E92000001,2023-10-20,1145,20984737,714,19360008,431,1624729
nation,England,E92000001,2023-10-19,1320,20983592,795,19359294,525,1624298
nation,England,E92000001,2023-10-18,1395,20982272,851,19358499,544,1623773
nation,England,E92000001,2023-10-17,1411,20980877,838,19357648,573,1623229
nation,England,E92000001,2023-10-16,1445,20979466,869,19356810,576,1622656
nation,England,E92000001,2023-10-15,1219,20978021,689,19355941,530,1622080
nation,England,E92000001,2023-10-14,1120,20976802,670,19355252,450,1621550
nation,England,E92000001,2023-10-13,1467,20975682,892,19354582,575,1621100
nation,England,E92000001,2023-10-12,1543,20974215,898,19353690,645,1620525
nation,England,E92000001,2023-10-11,1894,20972672,1072,19352792,822,1619880
nation,England,E92000001,2023-10-10,2027,20970778,1190,19351720,837,1619058
nation,England,E92000001,2023-10-09,2234,20968751,1290,19350530,944,1618221
nation,England,E92000001,2023-10-08,2068,20966517,1179,19349240,889,1617277
nation,England,E92000001,2023-10-07,1666,20964449,973,19348061,693,1616388
nation,England,E92000001,2023-10-06,2116,20962783,1281,19347088,835,1615695
nation,England,E92000001,2023-10-05,2254,20960667,1286,19345807,968,1614860
nation,England,E92000001,2023-10-04,2447,20958413,1352,19344521,1095,1613892
nation,England,E92000001,2023-10-03,2658,20955966,1424,19343169,1234,1612797
nation,England,E92000001,2023-10-02,2645,20953308,1445,19341745,1200,1611563
nation,England,E92000001,2023-10-01,2360,20950663,1223,19340300,1137,1610363
nation,England,E92000001,2023-09-30,1928,20948303,1029,19339077,899,1609226
nation,England,E92000001,2023-09-29,2125,20946375,1260,19338048,865,1608327
nation,England,E92000001,2023-09-28,2318,20944250,1284,19336788,1034,1607462
nation,England,E92000001,2023-09-27,2667,20941932,1461,19335504,1206,1606428
nation,England,E92000001,2023-09-26,2698,20939265,1441,19334043,1257,1605222
nation,England,E92000001,2023-09-25,2561,20936567,1382,19332602,1179,1603965
nation,England,E92000001,2023-09-24,2007,20934006,1035,19331220,972,1602786
nation,England,E92000001,2023-09-23,1555,20931999,857,19330185,698,1601814
nation,England,E92000001,2023-09-22,1680,20930444,950,19329328,730,1601116
nation,England,E92000001,2023-09-21,1825,20928764,992,19328378,833,1600386
nation,England,E92000001,2023-09-20,1893,20926939,1030,19327386,863,1599553
nation,England,E92000001,2023-09-19,1950,20925046,1045,19326356,905,1598690
nation,England,E92000001,2023-09-18,1929,20923096,1049,19325311,880,1597785
nation,England,E92000001,2023-09-17,1605,20921167,827,19324262,778,1596905
nation,England,E92000001,2023-09-16,1318,20919562,731,19323435,587,1596127
nation,England,E92000001,2023-09-15,1341,20918244,788,19322704,553,1595540
nation,England,E92000001,2023-09-14,1532,20916903,832,19321916,700,1594987
nation,England,E92000001,2023-09-13,1522,20915371,877,19321084,645,1594287
nation,England,E92000001,2023-09-12,1675,20913849,994,19320207,681,1593642
nation,England,E92000001,2023-09-11,1824,20912174,1078,19319213,746,1592961
nation,England,E92000001,2023-09-10,1580,20910350,881,19318135,699,1592215
nation,England,E92000001,2023-09-09,1334,20908770,796,19317254,538,1591516
nation,England,E92000001,2023-09-08,1548,20907436,957,19316458,591,1590978
nation,England,E92000001,2023-09-07,1708,20905888,941,19315501,767,1590387
nation,England,E92000001,2023-09-06,1860,20904180,1060,19314560,800,1589620
nation,England,E92000001,2023-09-05,1891,20902320,1067,19313500,824,1588820
nation,England,E92000001,2023-09-04,1969,20900429,1153,19312433,816,1587996
nation,England,E92000001,2023-09-03,1637,20898460,883,19311280,754,1587180
nation,England,E92000001,2023-09-02,1327,20896823,752,19310397,575,1586426
nation,England,E92000001,2023-09-01,1512,20895496,860,19309645,652,1585851
nation,England,E92000001,2023-08-31,1446,20893984,811,19308785,635,1585199
nation,England,E92000001,2023-08-30,1488,20892538,813,19307974,675,1584564
nation,England,E92000001,2023-08-29,1368,20891050,794,19307161,574,1583889
nation,England,E92000001,2023-08-28,1089,20889682,616,19306367,473,1583315
nation,England,E92000001,2023-08-27,901,20888593,532,19305751,369,1582842
nation,England,E92000001,2023-08-26,856,20887692,495,19305219,361,1582473
nation,England,E92000001,2023-08-25,988,20886836,603,19304724,385,1582112
nation,England,E92000001,2023-08-24,1098,20885848,654,19304121,444,1581727
nation,England,E92000001,2023-08-23,1096,20884750,647,19303467,449,1581283
nation,England,E92000001,2023-08-22,1177,20883654,699,19302820,478,1580834
nation,England,E92000001,2023-08-21,1182,20882477,675,19302121,507,1580356
nation,England,E92000001,2023-08-20,963,20881295,531,19301446,432,1579849
nation,England,E92000001,2023-08-19,848,20880332,523,19300915,325,1579417
nation,England,E92000001,2023-08-18,991,20879484,634,19300392,357,1579092
nation,England,E92000001,2023-08-17,1047,20878493,612,19299758,435,1578735
nation,England,E92000001,2023-08-16,1070,20877446,638,19299146,432,1578300
nation,England,E92000001,2023-08-15,1092,20876376,633,19298508,459,1577868
nation,England,E92000001,2023-08-14,1098,20875284,638,19297875,460,1577409
nation,England,E92000001,2023-08-13,976,20874186,581,19297237,395,1576949
nation,England,E92000001,2023-08-12,853,20873210,491,19296656,362,1576554
nation,England,E92000001,2023-08-11,919,20872357,563,19296165,356,1576192
nation,England,E92000001,2023-08-10,990,20871438,597,19295602,393,1575836
nation,England,E92000001,2023-08-09,1034,20870448,610,19295005,424,1575443
nation,England,E92000001,2023-08-08,1088,20869414,618,19294395,470,1575019
nation,England,E92000001,2023-08-07,1021,20868326,550,19293777,471,1574549
nation,England,E92000001,2023-08-06,827,20867305,470,19293227,357,1574078
nation,England,E92000001,2023-08-05,681,20866478,388,19292757,293,1573721
nation,England,E92000001,2023-08-04,771,20865797,470,19292369,301,1573428
nation,England,E92000001,2023-08-03,807,20865026,484,19291899,323,1573127
nation,England,E92000001,2023-08-02,824,20864219,484,19291415,340,1572804
nation,England,E92000001,2023-08-01,846,20863395,505,19290931,341,1572464
nation,England,E92000001,2023-07-31,847,20862549,505,19290426,342,1572123
nation,England,E92000001,2023-07-30,752,20861702,433,19289921,319,1571781
nation,England,E92000001,2023-07-29,629,20860950,365,19289488,264,1571462
nation,England,E92000001,2023-07-28,625,20860321,395,19289123,230,1571198
nation,England,E92000001,2023-07-27,629,20859696,375,19288728,254,1570968
nation,England,E92000001,2023-07-26,622,20859067,377,19288353,245,1570714
nation,England,E92000001,2023-07-25,647,20858445,359,19287976,288,1570469
nation,England,E92000001,2023-07-24,630,20857798,349,19287617,281,1570181
nation,England,E92000001,2023-07-23,495,20857168,305,19287268,190,1569900
nation,England,E92000001,2023-07-22,412,20856673,246,19286963,166,1569710
nation,England,E92000001,2023-07-21,444,20856261,272,19286717,172,1569544
nation,England,E92000001,2023-07-20,497,20855817,288,19286445,209,1569372
nation,England,E92000001,2023-07-19,468,20855320,269,19286157,199,1569163
nation,England,E92000001,2023-07-18,517,20854852,280,19285888,237,1568964
nation,England,E92000001,2023-07-17,491,20854335,267,19285608,224,1568727
nation,England,E92000001,2023-07-16,384,20853844,229,19285341,155,1568503
nation,England,E92000001,2023-07-15,338,20853460,192,19285112,146,1568348
nation,England,E92000001,2023-07-14,340,20853122,208,19284920,132,1568202
nation,England,E92000001,2023-07-13,417,20852782,231,19284712,186,1568070
nation,England,E92000001,2023-07-12,418,20852365,241,19284481,177,1567884
nation,England,E92000001,2023-07-11,450,20851947,273,19284240,177,1567707
nation,England,E92000001,2023-07-10,457,20851497,255,19283967,202,1567530
nation,England,E92000001,2023-07-09,391,20851040,222,19283712,169,1567328
nation,England,E92000001,2023-07-08,308,20850649,184,19283490,124,1567159
nation,England,E92000001,2023-07-07,350,20850341,233,19283306,117,1567035
nation,England,E92000001,2023-07-06,316,20849991,187,19283073,129,1566918
nation,England,E92000001,2023-07-05,344,20849675,182,19282886,162,1566789
nation,England,E92000001,2023-07-04,309,20849331,183,19282704,126,1566627
nation,England,E92000001,2023-07-03,346,20849022,194,19282521,152,1566501
nation,England,E92000001,2023-07-02,264,20848676,142,19282327,122,1566349
nation,England,E92000001,2023-07-01,209,20848412,126,19282185,83,1566227
nation,England,E92000001,2023-06-30,236,20848203,149,19282059,87,1566144
nation,England,E92000001,2023-06-29,253,20847967,148,19281910,105,1566057
nation,England,E92000001,2023-06-28,298,20847714,168,19281762,130,1565952
nation,England,E92000001,2023-06-27,295,20847416,172,19281594,123,1565822
nation,England,E92000001,2023-06-26,306,20847121,172,19281422,134,1565699
nation,England,E92000001,2023-06-25,303,20846815,184,19281250,119,1565565
nation,England,E92000001,2023-06-24,259,20846512,155,19281066,104,1565446
nation,England,E92000001,2023-06-23,289,20846253,199,19280911,90,1565342
nation,England,E92000001,2023-06-22,346,20845964,221,19280712,125,1565252
nation,England,E92000001,2023-06-21,371,20845618,243,19280491,128,1565127
nation,England,E92000001,2023-06-20,396,20845247,242,19280248,154,1564999
nation,England,E92000001,2023-06-19,421,20844851,257,19280006,164,1564845
nation,England,E92000001,2023-06-18,350,20844430,216,19279749,134,1564681
nation,England,E92000001,2023-06-17,333,20844080,197,19279533,136,1564547
nation,England,E92000001,2023-06-16,340,20843747,225,19279336,115,1564411
nation,England,E92000001,2023-06-15,385,20843407,245,19279111,140,1564296
nation,England,E92000001,2023-06-14,463,20843022,304,19278866,159,1564156
nation,England,E92000001,2023-06-13,509,20842559,322,19278562,187,1563997
nation,England,E92000001,2023-06-12,585,20842050,373,19278240,212,1563810
nation,England,E92000001,2023-06-11,517,20841465,311,19277867,206,1563598
nation,England,E92000001,2023-06-10,382,20840948,241,19277556,141,1563392
nation,England,E92000001,2023-06-09,469,20840566,306,19277315,163,1563251
nation,England,E92000001,2023-06-08,578,20840097,358,19277009,220,1563088
nation,England,E92000001,2023-06-07,682,20839519,442,19276651,240,1562868
nation,England,E92000001,2023-06-06,757,20838837,469,19276209,288,1562628
nation,England,E92000001,2023-06-05,806,20838080,491,19275740,315,1562340
nation,England,E92000001,2023-06-04,615,20837274,375,19275249,240,1562025
nation,England,E92000001,2023-06-03,472,20836659,287,19274874,185,1561785
nation,England,E92000001,2023-06-02,578,20836187,388,19274587,190,1561600
nation,England,E92000001,2023-06-01,674,20835609,427,19274199,247,1561410
nation,England,E92000001,2023-05-31,813,20834935,550,19273772,263,1561163
nation,England,E92000001,2023-05-30,780,20834122,469,19273222,311,1560900
nation,England,E92000001,2023-05-29,746,20833342,488,19272753,258,1560589
nation,England,E92000001,2023-05-28,596,20832596,383,19272265,213,1560331
nation,England,E92000001,2023-05-27,567,20832000,351,19271882,216,1560118
nation,England,E92000001,2023-05-26,708,20831433,457,19271531,251,1559902
nation,England,E92000001,2023-05-25,821,20830725,559,19271074,262,1559651
nation,England,E92000001,2023-05-24,922,20829904,551,19270515,371,1559389
nation,England,E92000001,2023-05-23,1041,20828982,633,19269964,408,1559018
nation,England,E92000001,2023-05-22,1095,20827941,709,19269331,386,1558610
nation,England,E92000001,2023-05-21,881,20826846,536,19268622,345,1558224
nation,England,E92000001,2023-05-20,717,20825965,462,19268086,255,1557879
nation,England,E92000001,2023-05-19,881,20825248,574,19267624,307,1557624
nation,England,E92000001,2023-05-18,974,20824367,639,19267050,335,1557317
nation,England,E92000001,2023-05-17,991,20823393,609,19266411,382,1556982
nation,England,E92000001,2023-05-16,1069,20822402,677,19265802,392,1556600
nation,England,E92000001,2023-05-15,1139,20821333,699,19265125,440,1556208
nation,England,E92000001,2023-05-14,1030,20820194,625,19264426,405,1555768
nation,England,E92000001,2023-05-13,782,20819164,511,19263801,271,1555363
nation,England,E92000001,2023-05-12,948,20818382,626,19263290,322,1555092
nation,England,E92000001,2023-05-11,1196,20817434,772,19262664,424,1554770
nation,England,E92000001,2023-05-10,1267,20816238,773,19261892,494,1554346
nation,England,E92000001,2023-05-09,1447,20814971,899,19261119,548,1553852
nation,England,E92000001,2023-05-08,1328,20813524,832,19260220,496,1553304
nation,England,E92000001,2023-05-07,1109,20812196,681,19259388,428,1552808
nation,England,E92000001,2023-05-06,934,20811087,598,19258707,336,1552380
nation,England,E92000001,2023-05-05,1198,20810153,799,19258109,399,1552044
nation,England,E92000001,2023-05-04,1479,20808955,909,19257310,570,1551645
nation,England,E92000001,2023-05-03,1526,20807476,938,19256401,588,1551075
nation,England,E92000001,2023-05-02,1777,20805950,1112,19255463,665,1550487
nation,England,E92000001,2023-05-01,1651,20804173,1013,19254351,638,1549822
nation,England,E92000001,2023-04-30,1240,20802522,819,19253338,421,1549184
nation,England,E92000001,2023-04-29,1211,20801282,760,19252519,451,1548763
nation,England,E92000001,2023-04-28,1369,20800071,912,19251759,457,1548312
nation,England,E92000001,2023-04-27,1514,20798702,975,19250847,539,1547855
nation,England,E92000001,2023-04-26,1569,20797188,972,19249872,597,1547316
nation,England,E92000001,2023-04-25,1604,20795619,982,19248900,622,1546719
nation,England,E92000001,2023-04-24,1706,20794015,1031,19247918,675,1546097
nation,England,E92000001,2023-04-23,1432,20792309,865,19246887,567,1545422
nation,England,E92000001,2023-04-22,1191,20790877,769,19246022,422,1544855
nation,England,E92000001,2023-04-21,1343,20789686,878,19245253,465,1544433
nation,England,E92000001,2023-04-20,1488,20788343,982,19244375,506,1543968
nation,England,E92000001,2023-04-19,1704,20786855,1086,19243393,618,1543462
nation,England,E92000001,2023-04-18,1803,20785151,1144,19242307,659,1542844
nation,England,E92000001,2023-04-17,2059,20783348,1312,19241163,747,1542185
nation,England,E92000001,2023-04-16,1788,20781289,1123,19239851,665,1541438
nation,England,E92000001,2023-04-15,1271,20779501,791,19238728,480,1540773
nation,England,E92000001,2023-04-14,1553,20778230,1002,19237937,551,1540293
nation,England,E92000001,2023-04-13,1880,20776677,1228,19236935,652,1539742
nation,England,E92000001,2023-04-12,2055,20774797,1327,19235707,728,1539090
nation,England,E92000001,2023-04-11,2281,20772742,1476,19234380,805,1538362
nation,England,E92000001,2023-04-10,2133,20770461,1340,19232904,793,1537557
nation,England,E92000001,2023-04-09,1643,20768328,1098,19231564,545,1536764
nation,England,E92000001,2023-04-08,1531,20766685,1009,19230466,522,1536219
nation,England,E92000001,2023-04-07,1599,20765154,1058,19229457,541,1535697
nation,England,E92000001,2023-04-06,1966,20763555,1292,19228399,674,1535156
nation,England,E92000001,2023-04-05,2237,20761589,1422,19227107,815,1534482
nation,England,E92000001,2023-04-04,2185,20759352,1436,19225685,749,1533667
nation,England,E92000001,2023-04-03,2457,20757167,1562,19224249,895,1532918
nation,England,E92000001,2023-04-02,2249,20754710,1417,19222687,832,1532023
nation,England,E92000001,2023-04-01,2083,20752461,1340,19221270,743,1531191
nation,England,E92000001,2023-03-31,2509,20750378,1600,19219930,909,1530448
nation,England,E92000001,2023-03-30,3050,20747869,1941,19218330,1109,1529539
nation,England,E92000001,2023-03-29,3438,20744819,2116,19216389,1322,1528430
nation,England,E92000001,2023-03-28,3597,20741381,2220,19214273,1377,1527108
nation,England,E92000001,2023-03-27,3924,20737784,2351,19212053,1573,1525731
nation,England,E92000001,2023-03-26,3156,20733860,1883,19209702,1273,1524158
nation,England,E92000001,2023-03-25,2748,20730704,1712,19207819,1036,1522885
nation,England,E92000001,2023-03-24,3744,20727956,2313,19206107,1431,1521849
nation,England,E92000001,2023-03-23,3969,20724212,2375,19203794,1594,1520418
nation,England,E92000001,2023-03-22,4323,20720243,2616,19201419,1707,1518824
nation,England,E92000001,2023-03-21,4747,20715920,2880,19198803,1867,1517117
nation,England,E92000001,2023-03-20,4730,20711173,2792,19195923,1938,1515250
nation,England,E92000001,2023-03-19,3683,20706443,2178,19193131,1505,1513312
nation,England,E92000001,2023-03-18,3105,20702760,1920,19190953,1185,1511807
nation,England,E92000001,2023-03-17,3718,20699655,2344,19189033,1374,1510622
nation,England,E92000001,2023-03-16,4351,20695937,2647,19186689,1704,1509248
nation,England,E92000001,2023-03-15,4371,20691586,2665,19184042,1706,1507544
nation,England,E92000001,2023-03-14,5073,20687215,3067,19181377,2006,1505838
nation,England,E92000001,2023-03-13,5289,20682142,3138,19178310,2151,1503832
nation,England,E92000001,2023-03-12,4026,20676853,2390,19175172,1636,1501681
nation,England,E92000001,2023-03-11,3084,20672827,1892,19172782,1192,1500045
nation,England,E92000001,2023-03-10,3592,20669743,2267,19170890,1325,1498853
nation,England,E92000001,2023-03-09,3961,20666151,2427,19168623,1534,1497528
nation,England,E92000001,2023-03-08,4318,20662190,2638,19166196,1680,1495994
nation,England,E92000001,2023-03-07,4455,20657872,2735,19163558,1720,1494314
nation,England,E92000001,2023-03-06,4577,20653417,2695,19160823,1882,1492594
nation,England,E92000001,2023-03-05,3155,20648840,1899,19158128,1256,1490712
nation,England,E92000001,2023-03-04,2572,20645685,1557,19156229,1015,1489456
nation,England,E92000001,2023-03-03,3421,20643113,2081,19154672,1340,1488441
nation,England,E92000001,2023-03-02,3565,20639692,2235,19152591,1330,1487101
nation,England,E92000001,2023-03-01,3973,20636127,2441,19150356,1532,1485771
nation,England,E92000001,2023-02-28,4148,20632154,2473,19147915,1675,1484239
nation,England,E92000001,2023-02-27,4319,20628006,2630,19145442,1689,1482564
nation,England,E92000001,2023-02-26,2901,20623687,1779,19142812,1122,1480875
nation,England,E92000001,2023-02-25,2529,20620786,1591,19141033,938,1479753
nation,England,E92000001,2023-02-24,3112,20618257,1929,19139442,1183,1478815
nation,England,E92000001,2023-02-23,3475,20615145,2174,19137513,1301,1477632
nation,England,E92000001,2023-02-22,3855,20611670,2320,19135339,1535,1476331
nation,England,E92000001,2023-02-21,4326,20607815,2557,19133019,1769,1474796
nation,England,E92000001,2023-02-20,4552,20603489,2710,19130462,1842,1473027
nation,England,E92000001,2023-02-19,3435,20598937,2060,19127752,1375,1471185
nation,England,E92000001,2023-02-18,2907,20595502,1843,19125692,1064,1469810
nation,England,E92000001,2023-02-17,3780,20592595,2316,19123849,1464,1468746
nation,England,E92000001,2023-02-16,4005,20588815,2505,19121533,1500,1467282
nation,England,E92000001,2023-02-15,3894,20584810,2386,19119028,1508,1465782
nation,England,E92000001,2023-02-14,4356,20580916,2634,19116642,1722,1464274
nation,England,E92000001,2023-02-13,4549,20576560,2765,19114008,1784,1462552
nation,England,E92000001,2023-02-12,2920,20572011,1808,19111243,1112,1460768
nation,England,E92000001,2023-02-11,2396,20569091,1508,19109435,888,1459656
nation,England,E92000001,2023-02-10,3051,20566695,1946,19107927,1105,1458768
nation,England,E92000001,2023-02-09,3043,20563644,1885,19105981,1158,1457663
nation,England,E92000001,2023-02-08,3335,20560601,2004,19104096,1331,1456505
nation,England,E92000001,2023-02-07,3395,20557266,2064,19102092,1331,1455174
nation,England,E92000001,2023-02-06,3621,20553871,2160,19100028,1461,1453843
nation,England,E92000001,2023-02-05,2616,20550250,1572,19097868,1044,1452382
nation,England,E92000001,2023-02-04,2223,20547634,1372,19096296,851,1451338
nation,England,E92000001,2023-02-03,2751,20545411,1711,19094924,1040,1450487
nation,England,E92000001,2023-02-02,2956,20542660,1859,19093213,1097,1449447
nation,England,E92000001,2023-02-01,3214,20539704,1963,19091354,1251,1448350
nation,England,E92000001,2023-01-31,3280,20536490,1944,19089391,1336,1447099
nation,England,E92000001,2023-01-30,3270,20533210,1976,19087447,1294,1445763
nation,England,E92000001,2023-01-29,2249,20529940,1307,19085471,942,1444469
nation,England,E92000001,2023-01-28,1802,20527691,1175,19084164,627,1443527
nation,England,E92000001,2023-01-27,2270,20525889,1453,19082989,817,1442900
nation,England,E92000001,2023-01-26,2338,20523619,1467,19081536,871,1442083
nation,England,E92000001,2023-01-25,2422,20521281,1469,19080069,953,1441212
nation,England,E92000001,2023-01-24,2550,20518859,1533,19078600,1017,1440259
nation,England,E92000001,2023-01-23,2382,20516309,1447,19077067,935,1439242
nation,England,E92000001,2023-01-22,1747,20513927,1016,19075620,731,1438307
nation,England,E92000001,2023-01-21,1400,20512180,902,19074604,498,1437576
nation,England,E92000001,2023-01-20,1699,20510780,1094,19073702,605,1437078
nation,England,E92000001,2023-01-19,1808,20509081,1122,19072608,686,1436473
nation,England,E92000001,2023-01-18,1901,20507273,1212,19071486,689,1435787
nation,England,E92000001,2023-01-17,1988,20505372,1247,19070274,741,1435098
nation,England,E92000001,2023-01-16,2307,20503384,1401,19069027,906,1434357
nation,England,E92000001,2023-01-15,1673,20501077,1020,19067626,653,1433451
nation,England,E92000001,2023-01-14,1327,20499404,897,19066606,430,1432798
nation,England,E92000001,2023-01-13,1905,20498077,1212,19065709,693,1432368
nation,England,E92000001,2023-01-12,2204,20496172,1432,19064497,772,1431675
nation,England,E92000001,2023-01-11,2373,20493968,1560,19063065,813,1430903
nation,England,E92000001,2023-01-10,2803,20491595,1796,19061505,1007,1430090
nation,England,E92000001,2023-01-09,3212,20488792,2029,19059709,1183,1429083
nation,England,E92000001,2023-01-08,2501,20485580,1596,19057680,905,1427900
nation,England,E92000001,2023-01-07,2417,20483079,1631,19056084,786,1426995
nation,England,E92000001,2023-01-06,3412,20480662,2293,19054453,1119,1426209
nation,England,E92000001,2023-01-05,4168,20477250,2652,19052160,1516,1425090
nation,England,E92000001,2023-01-04,5009,20473082,3167,19049508,1842,1423574
nation,England,E92000001,2023-01-03,5739,20468073,3567,19046341,2172,1421732
nation,England,E92000001,2023-01-02,4636,20462334,2947,19042774,1689,1419560
nation,England,E92000001,2023-01-01,3338,20457698,2278,19039827,1060,1417871
nation,England,E92000001,2022-12-31,3891,20454360,2649,19037549,1242,1416811
nation,England,E92000001,2022-12-30,5524,20450469,3765,19034900,1759,1415569
nation,England,E92000001,2022-12-29,6953,20444945,4717,19031135,2236,1413810
nation,England,E92000001,2022-12-28,7609,20437992,5076,19026418,2533,1411574
nation,England,E92000001,2022-12-27,5977,20430383,3921,19021342,2056,1409041
nation,England,E92000001,2022-12-26,4499,20424406,3053,19017421,1446,1406985
nation,England,E92000001,2022-12-25,3382,20419907,2413,19014368,969,1405539
nation,England,E92000001,2022-12-24,3777,20416525,2735,19011955,1042,1404570
nation,England,E92000001,2022-12-23,5225,20412748,3648,19009220,1577,1403528
nation,England,E92000001,2022-12-22,6241,20407523,4240,19005572,2001,1401951
nation,England,E92000001,2022-12-21,7042,20401282,4739,19001332,2303,1399950
nation,England,E92000001,2022-12-20,7836,20394240,5298,18996593,2538,1397647
nation,England,E92000001,2022-12-19,8240,20386404,5466,18991295,2774,1395109
nation,England,E92000001,2022-12-18,5212,20378164,3481,18985829,1731,1392335
nation,England,E92000001,2022-12-17,4273,20372952,2837,18982348,1436,1390604
nation,England,E92000001,2022-12-16,5525,20368679,3773,18979511,1752,1389168
nation,England,E92000001,2022-12-15,5549,20363154,3620,18975738,1929,1387416
nation,England,E92000001,2022-12-14,5962,20357605,3900,18972118,2062,1385487
nation,England,E92000001,2022-12-13,6483,20351643,4219,18968218,2264,1383425
nation,England,E92000001,2022-12-12,6356,20345160,4161,18963999,2195,1381161
nation,England,E92000001,2022-12-11,4223,20338804,2701,18959838,1522,1378966
nation,England,E92000001,2022-12-10,3286,20334581,2181,18957137,1105,1377444
nation,England,E92000001,2022-12-09,3824,20331295,2561,18954956,1263,1376339
nation,England,E92000001,2022-12-08,4092,20327471,2675,18952395,1417,1375076
nation,England,E92000001,2022-12-07,4640,20323379,2945,18949720,1695,1373659
nation,England,E92000001,2022-12-06,4761,20318739,3055,18946775,1706,1371964
nation,England,E92000001,2022-12-05,4850,20313978,3016,18943720,1834,1370258
nation,England,E92000001,2022-12-04,3409,20309128,2182,18940704,1227,1368424
nation,England,E92000001,2022-12-03,2481,20305719,1621,18938522,860,1367197
nation,England,E92000001,2022-12-02,3275,20303238,2151,18936901,1124,1366337
nation,England,E92000001,2022-12-01,3214,20299963,2063,18934750,1151,1365213
nation,England,E92000001,2022-11-30,3608,20296749,2263,18932687,1345,1364062
nation,England,E92000001,2022-11-29,3972,20293141,2525,18930424,1447,1362717
nation,England,E92000001,2022-11-28,4237,20289169,2702,18927899,1535,1361270
