_id,Spec_No,S_W_No,Date,Common Name ,Scientific Name ,County,Latitude,Longitude,Location,Grid ref,Mass_Single,Sex,Length Approx,Length Imp,Length et,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect_CoNAord_,Other refs,age,Old County,GRef Source,By Catch,Rep_Source,JBaker,CBRU,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Fam_Genus,species,Country Code,Comment
9222,3963,1986/74,20/12/1986,Long-finned pilot whale,Globicephala melas,"Orkney Islands, Scotland",59.20039215,-2.683044807,"Bay of Stove, Sanday",HY60993501,M,NA,NA,NA,NA,NA,NA,1986,74,NA,19-Jul-93,23-Dec-08,3,ZK0079,ZK0079,36099103501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,12,20,19861220,Globicephala,melaena,2,"Long-finned Pilot Whale   4 dead, 13 offshore(22/12/86)"
9223,3964,1986/74,20/12/1986,Long-finned pilot whale,Globicephala melas,"Orkney Islands, Scotland",59.20039399,-2.682694646,"Bay of Stove, Sanday",HY61013501,M,NA,NA,NA,NA,NA,NA,1986,74,NA,19-Jul-93,23-Dec-08,4,ZK0079,ZK0079,36101103501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,12,20,19861220,Globicephala,melaena,2,"Long-finned Pilot Whale   4 dead, 13 offshore(22/12/86)"
9224,3965,1986/75,22/12/1986,Long-finned pilot whale,Globicephala melas,Cornwall,50.40757498,-5.082221392,"Holywell beach, Newquay",SW81026102,S,NA,NA,NA,NA,NA,NA,1986,75,NA,02-Nov-90,23-Dec-08,1527,ZK0079,ZK0079,18102006102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,12,22,19861222,Globicephala,melaena,1,Long-finned Pilot Whale
9225,3966,1986/76,31/12/1986,Striped dolphin,Stenella coeruleoalba,"South Glamorgan, Wales",51.39751022,-3.514091701,Tresilian Bay,SS94686764,S,F,No,5'6.9'',1.7,NA,jaw,1986,76,NA,02-Nov-90,23-Dec-08,619,ZK0043,ZK0043,29468016764,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1986,12,31,19861231,Stenella,coeruleoalba,3,a)Euphrosyne Dolphin b)1st info SW86004600 BMNH
9226,3967,1987/1,03/01/1987,Long-finned pilot whale,Globicephala melas,Cornwall,50.41550497,-5.102026392,"Fistral Beach (North), Newquay",SW79656196,S,M,No,14',4.27,decayed,teeth?,1987,1,NA,17-Mar-93,23-Apr-09,4734,ZK0079,ZK0079,17965006196,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,1,3,19870103,Globicephala,melaena,1,a)1st info 02 Jan 1987; 15ft
9227,3968,1987/1a,06/01/1987,White-beaked dolphin,Lagenorhynchus albirostris,Norfolk,52.98659985,0.665602544,Scolt Head Island,TF78914661,S,F,No,9',2.74,fresh,NA,1987,1,a,17-Mar-93,23-Dec-08,4735,ZK0059,ZK0059,57891034661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1,6,19870106,Lagenorhynchus,albirostris,1,NA
9228,3969,1987/2,08/01/1987,Unknown odontocete  ,Unknown odontocete ,Cornwall,50.12442307,-5.480612509,"Marazion Beach, Penzance",SW51253080,S,NA,Yes,5'10.9'',1.8,decayed,NA,1987,2,NA,17-Mar-93,23-Apr-09,4736,ZK0040,ZK0127,15125003080,NA,NA,NA,BMNH,NA,"R.Quigly, Customs & Excise Penzance",NA,NA,NA,NA,1987,1,8,19870108,odontocete,sp.indet.,1,"a)blowhole missing mouth not inspected. beak 0.2m (7ins) back fin to ?tail? 1.3m (4ft 3.18ins) b)details via Mammal Seciton but NB '..head & tail missing, badly decomposed' narrow lower jaw 'X' c)1st info Cetacean"
9229,3970,1987/3,10/01/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.34606027,-4.445863356,"Chough Rock, Looe",SX26005250,S,F,No,5'7'',1.7,fresh,NA,1987,3,NA,17-Mar-93,23-Dec-08,4737,ZK0051,ZK0051,22600005250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1,10,19870110,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9230,3971,1987/4,21/01/1987,Long-finned pilot whale,Globicephala melas,Dorset,50.62734363,-2.424188428,"Bowlease Cove, Weymouth",SY70008100,S,NA,No,15',4.57,NA,NA,1987,4,NA,17-Mar-93,23-Dec-08,4738,ZK0079,ZK0079,37000008100,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,1,21,19870121,Globicephala,melaena,1,a)1 mile E. of Bowlease Cove (OS gives Bowleaze Cove) b)1st info        SY72007930
9231,3972,1987/5,11/01/1987,Long-finned pilot whale,Globicephala melas,Dorset,50.59212287,-2.063580666,Chapman's pool,SY95507700,S,NA,No,13'1.5'',4,decayed,NA,1987,5,NA,17-Mar-93,23-Dec-08,4739,ZK0079,ZK0079,39550007700,NA,NA,NA,finder,NA,NA,NA,NA,NA,NA,1987,1,11,19870111,Globicephala,melaena,1,a)'25 Jan 1987..but been there for at least 2 weeks'.11 Jan 1987 a safe compromise?
9232,3973,1987/6,28/01/1987,Unknown odontocete  ,Unknown odontocete ,Devon,50.48237637,-3.5135519,"Oddicombe, Torquay",SX92636589,S,NA,NA,NA,NA,decayed,NA,1987,6,NA,17-Mar-93,23-Apr-09,4740,ZK0040,ZK0127,29263006589,NA,NA,NA,BMNH,NA,"D.Burnell, Torquay",NA,NA,NA,NA,1987,1,28,19870128,odontocete,sp.indet.,1,"a)1st info SX93006400 BMNH, Ottecombe Torquay b)'Riddled with worms' c)Dr K.Parry of Torquay sent teeth to Cambridge"
9233,3974,1987/7,01/02/1987,Harbour porpoise,Phocoena phocoena,"Shetlands, Scotland",60.05989573,-1.340767201,"Banna Minn, West Burra",HU36703070,S,M,Yes,5',1.52,fresh,NA,1987,7,NA,17-Mar-93,23-Dec-08,4741,ZK0085,ZK0085,43670113070,NA,NA,NA,finder,NA,NCC,NA,NA,NA,NA,1987,2,1,19870201,Phocoena,phocoena,2,NA
9234,3975,1987/7a,02/02/1987,Sowerby's Beaked whale,Mesoplodon bidens,"Strathclyde, Scotland",56.11705121,-5.249649525,"Minard, Loch Fyne",NR98009634,S,NA,No,11',3.35,fresh,NA,1987,7,a,17-Mar-93,23-Apr-09,4742,ZK0113,ZK0113,19800069634,NA,NA,NA,BMNH,NA,Colonel P.F. Fane Gladwin @Braigh Varr (Minard),NA,NA,NA,NA,1987,2,2,19870202,Mesoplodon?,bidens?,2,a)id uncertain 'teeth wrong?' (MCS) animal 'washed away' b)Glasgow Museums & Art Galleries to MCS 'I enclose photograph' - what MCS response?
9235,3976,1987/8,05/02/1987,NA,NA,Cornwall,50.12490185,-5.092142725,"Maenporth Beach, Falmouth",SW79012963,S,NA,No,4'11.1'',1.5,decayed,NA,1987,8,NA,17-Mar-93,23-Dec-08,4743,ZK0039,ZK0149,17901002963,NA,NA,NA,BMNH,NA,G.R.Bird? Cust.&Excise Falmouth,NA,NA,NA,NA,1987,2,5,19870205,cetacean,sp.indet.,1,a)body mostly missing
9236,3977,1987/9,08/02/1987,Long-finned pilot whale,Globicephala melas,Devon,51.06445084,-4.190915172,Bideford Bar,SS46503180,S,NA,No,14',4.27,decayed,NA,1987,9,NA,17-Mar-93,23-Dec-08,4744,ZK0079,ZK0079,24650013180,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,2,8,19870208,Globicephala,melaena,1,"a)'Old Wall Rocks, nr Crow Point' b)1st info SS44003400,BMNH"
9237,3978,1987/10,09/02/1987,Long-finned pilot whale,Globicephala melas,Devon,51.07483149,-4.212822181,Airy Point (nr Appleodore),SS45003300,S,NA,No,20',6.1,NA,NA,1987,10,NA,17-Mar-93,23-Dec-08,4745,ZK0079,ZK0079,24500013300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,2,9,19870209,Globicephala,melaena,1,"a)1st info 'Airy Point, Barnstable'(Bideford/Appledore/Westward Ho all nearer)"
9238,3979,1987/11,NA,Long-finned pilot whale,Globicephala melas,Cornwall,50.32727529,-4.606506481,Lantic Bay,SX14505080,S,M,No,15'5'',4.7,decayed,NA,1987,11,NA,17-Mar-93,23-Dec-08,4746,ZK0079,ZK0079,21450005080,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,2,14,19870214,Globicephala,melaena,1,NA
9239,3980,1987/12,03/03/1987,Common dolphin,Delphinus delphis,Cornwall,50.09309366,-5.383933007,Praa Sands (nr Helston),SW58002700,S,F,No,6.3',1.92,decayed,NA,1987,12,NA,17-Mar-93,23-Dec-08,4747,ZK0048,ZK0048,15800002700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,3,3,19870303,Delphinus,delphis,1,NA
9240,3981,1987/13,04/03/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.3191626,-4.235978246,"Polhawn, Whitsand Bay",SX40844904,S,NA,No,5'2.6'',1.59,decayed,NA,1987,13,NA,17-Mar-93,23-Dec-08,4748,ZK0051,ZK0051,24084004904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,3,4,19870304,Delphinus/Stenella,delphis/coeruleoalba,1,(1st info SX37005104=Whitsand Bay)
9241,3982,1987/14,10/03/1987,Unknown delphinid,Unknown delphinid,Dorset,50.63326512,-2.376019432,Osmington Mills (nr Weymouth),SY73418164,S,NA,No,9'6'',2.9,decayed,NA,1987,14,NA,17-Mar-93,23-Dec-08,4749,ZK0041.5,ZK0081,37341008164,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,3,10,19870310,dolphin,sp.indet.,1,a)1st info SY73007936 BMNH
9242,3983,1987/15,11/03/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.14225053,-5.072402494,Gyllyngvase Beach (nr Falmouth),SW80503150,S,NA,No,5'11.7'',1.82,Fresh,teeth,1987,15,NA,17-Mar-93,23-Dec-08,4750,ZK0051,ZK0051,18050003150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,3,11,19870311,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9243,3984,1987/16,12/03/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.09401675,-5.12665535,"Helford, Penarvon Beach",SW76402630,S,NA,No,6'6.7'',2,Fresh,jaw,1987,16,NA,17-Mar-93,23-Dec-08,4751,ZK0051,ZK0051,17640002630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,3,12,19870312,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9244,3985,1987/17,15/03/1987,Harbour porpoise,Phocoena phocoena,"Lothian, Scotland",56.0351039,-2.865108203,Aberlady,NT46108280,S,M,No,4'8.3'',1.43,Fresh,NA,1987,17,NA,17-Mar-93,23-Dec-08,4752,ZK0085,ZK0085,34610068280,NA,NA,East Lothian,finder,NA,"M.E.Rogers & R.A.Kille, Univ.of Edinburgh",NA,NA,NA,NA,1987,3,15,19870315,Phocoena,phocoena,2,"a)Skeleton and some organ systems preserved in Department of       Zoology, University of Edinburgh."
9245,3986,1987/18,16/03/1987,Unknown odontocete  ,Unknown odontocete ,Cornwall,49.96908683,-5.184666775,Lizard,SW71661259,S,NA,No,6'4'',1.93,decayed,NA,1987,18,NA,17-Mar-93,23-Dec-08,4753,ZK0040,ZK0127,17166001259,NA,NA,NA,BMNH,NA,CG. Falmouth,NA,NA,NA,NA,1987,3,16,19870316,odontocete,sp.indet.,1,a)1st info SW69001248 BMNH b)'Lizard Point - adjacent to lifeboat  station Nr Polbream Cove'
9246,3987,1987/19,18/03/1987,Long-finned pilot whale,Globicephala melas,Cornwall,50.15630123,-4.98213975,nr Portscatho,SW87013280,S,M,No,15'10'',4.83,decayed,NA,1987,19,NA,17-Mar-93,23-Dec-08,4754,ZK0079,ZK0079,18701003280,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,3,18,19870318,Globicephala,melaena,1,a)'between St Anthony Head & Portscatho' b)1st info SW88003452
9247,3988,1987/19a,21/03/1987,Unknown delphinid,Unknown delphinid,Merseyside,53.47388462,-3.047226237,Crosby Beach,SJ30509800,S,NA,Yes,5',1.52,survived,NA,1987,19,a,17-Mar-93,23-Dec-08,4755,ZK0041.5,ZK0081,33050039800,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,3,21,19870321,dolphin,sp.indet.,1,a)1st info SJ31209860 BMNH
9248,3989,1987/20,28/03/1987,NA,NA,Isle of Wight,50.76313675,-1.294517866,Cowes,SZ49759625,S,NA,NA,NA,NA,NA,NA,1987,20,NA,17-Mar-93,23-Dec-08,4756,ZK0039,ZK0149,44975009625,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,3,28,19870328,cetacean,sp.indet.,1,a)NB date and location uncertain
9249,3990,1987/21,06/04/1987,Long-finned pilot whale,Globicephala melas,"Western Isles, Scotland",57.3975053,-7.381665475,"Balgarva, Iochdar, South Uist",NF76804690,S,NA,No,19',5.79,decayed,NA,1987,21,NA,17-Mar-93,23-Dec-08,4757,ZK0079,ZK0079,7680084690,NA,NA,NA,finder BMNH,NA,NA,NA,NA,NA,NA,1987,4,6,19870406,Globicephala,melaena,2,a)1st info NG768469 from 'NGR 768469'= N(ational) G(rid) R(ef)     b)actually on Gualan Id(near Balgarva); where is Iochdar?
9250,3991,1987/22,07/04/1987,Unknown odontocete  ,Unknown odontocete ,Cornwall,50.33569448,-4.493399726,Talland Bay (nr Looe),SX22585146,S,NA,No,9',2.74,decayed,NA,1987,22,NA,17-Mar-93,23-Dec-08,4758,ZK0040,ZK0127,22258005146,NA,NA,NA,BMNH,NA,"E.J.Cory, CG.Hannafore",NA,NA,NA,NA,1987,4,7,19870407,odontocete,sp.indet.,1,a)teeth had gone only jawbone left b)1st info SX25965247 BMNH
9251,3992,1987/23,09/04/1987,Long-finned pilot whale,Globicephala melas,Hampshire,50.73190531,-1.645723481,Barton on Sea (nr Christchurch),SZ25009260,S,NA,No,15'9'',4.8,decayed,jaw?,1987,23,NA,17-Mar-93,23-Dec-08,4759,ZK0079,ZK0079,42500009260,NA,NA,NA,finder,NA,NA,NA,NA,NA,NA,1987,4,9,19870409,Globicephala,melaena,1,a)4 miles East of Christchurch b)1st info SZ23009300
9252,3993,1987/24,09/04/1987,Unknown delphinid,Unknown delphinid,Devon,50.23539228,-3.865162952,Hope Cove,SX67003900,S,NA,No,6'2'',1.88,decayed,jaw?,1987,24,NA,17-Mar-93,23-Dec-08,4760,ZK0051,ZK0051,26700003900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,9,19870409,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9253,3994,1987/25,11/04/1987,Striped dolphin,Stenella coeruleoalba,"Dyfed, Wales",52.07727145,-4.78228893,Ceibwr Bay (nr Moylgrove),SN09364580,S,NA,No,6'1.6'',1.87,decayed,"jaw, photos",1987,25,NA,17-Mar-93,23-Dec-08,4761,ZK0043,ZK0043,20936024580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,11,19870411,Stenella,coeruleoalba,3,NA
9254,3995,1987/26,11/04/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.35350424,-4.319702885,Portwrinkle (nr Torpoint),SX35005304,M,F,No,7'8'',2.34,decayed,NA,1987,26,NA,17-Mar-93,23-Dec-08,4762,ZK0051,ZK0051,23500005304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,11,19870411,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9255,3996,1987/26,11/04/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.35350704,-4.319562419,Portwrinkle (nr Torpoint),SX35015304,M,NA,No,6'6'',1.98,decayed,NA,1987,26,NA,17-Mar-93,23-Dec-08,4763,ZK0051,ZK0051,23501005304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,11,19870411,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9256,3997,1987/26,11/04/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.35341717,-4.319558038,Portwrinkle (nr Torpoint),SX35015303,M,F,No,5'6'',1.68,decayed,NA,1987,26,NA,17-Mar-93,23-Dec-08,4764,ZK0051,ZK0051,23501005303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,11,19870411,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9257,3998,1987/26a,11/04/1987,Harbour porpoise,Phocoena phocoena,Northumberland,55.52895484,-1.626097019,"Newton beach, south side of Beadnell Bay",NU23602620,S,NA,NA,NA,NA,decayed,NA,1987,26,a,17-Mar-93,23-Dec-08,4765,ZK0085,ZK0085,42360062620,NA,NA,NA,Finder,NA,NA,NA,NA,NA,NA,1987,4,11,19870411,Phocoena,phocoena,1,Found 14 Apr 1987 - 'I believe the body had been in the same part of the beach about 3 days previously'.
9258,3999,1987/27,17/04/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.17701981,-4.960034346,Portscatho,SW88683504,S,M,No,6'4'',1.93,decayed,NA,1987,27,NA,17-Mar-93,23-Dec-08,4766,ZK0051,ZK0051,18868003504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,4,17,19870417,Delphinus/Stenella,delphis/coeruleoalba,1,NA
9259,4000,1987/27a,17/04/1987,Harbour porpoise,Phocoena phocoena,Suffolk,51.95440351,1.126387758,River Stour (nr Stutton),TM14803310,S,F,Yes,3'3.4'',1,decayed,NA,1987,27,a,17-Mar-93,23-Dec-08,4767,ZK0085,ZK0085,61480023310,NA,NA,NA,Finder cg,NA,NA,NA,NA,NA,NA,1987,4,17,19870417,Phocoena,phocoena,1,NA
9260,4001,1987/27b,18/04/1987,Harbour porpoise,Phocoena phocoena,"West Glamorgan, Wales",51.62705168,-4.261272633,"Whiteford Beach, Gower",SS43509450,S,NA,NA,NA,NA,decayed,NA,1987,27,b,17-Mar-93,23-Dec-08,4768,ZK0085,ZK0085,24350019450,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,4,18,19870418,Phocoena,phocoena,3,"S.end of Whiteford Beach; no length, tail too decayed"
9261,4002,1987/28,19/04/1987,Harbour porpoise,Phocoena phocoena,"Dyfed, Wales",52.26944593,-4.200013536,1 mile south of Llanon (nr Aberystwyth),SN49906580,S,NA,No,5'0.2'',1.53,decayed,teeth,1987,28,NA,17-Mar-93,23-Dec-08,4769,ZK0085,ZK0085,24990026580,NA,NA,NA,Finder,NA,NA,NA,NA,NA,NA,1987,4,19,19870419,Phocoena,phocoena,3,NA
9262,4003,1987/29,29/04/1987,Unknown odontocete  ,Unknown odontocete ,Cornwall,50.14738449,-5.051729977,Falmouth?,SW82003201,S,NA,NA,NA,NA,NA,NA,1987,29,NA,17-Mar-93,23-Dec-08,4770,ZK0040,ZK0127,18200003201,NA,NA,NA,BMNH,NA,"Receiver of Wrecks, Falmouth",NA,NA,NA,NA,1987,4,29,19870429,odontocete,sp.indet.,1,a)'Dolphin -will send jaw & teeth'(red tick _ significant?) 'can't send form -too busy' b)1st info SW82443072 BMNH -LOCALITY VAGUE!
9263,4004,1987/30,02/05/1987,Harbour porpoise,Phocoena phocoena,Lancashire,53.82082949,-3.053731431,Blackpool,SD30643660,S,NA,NA,NA,NA,good,NA,1987,30,NA,17-Mar-93,23-Dec-08,4771,ZK0085,ZK0085,33064043660,NA,NA,NA,BMNH?,NA,NA,NA,NA,NA,NA,1987,5,2,19870502,Phocoena,phocoena,1,between middle pier and South Pier
9264,4005,1987/31,03/05/1987,Unknown odontocete  ,Unknown odontocete ,Cornwall,50.00383039,-5.161138758,Kennack Sands Beach,SW73511638,S,NA,No,6',1.83,fresh,NA,1987,31,NA,17-Mar-93,23-Dec-08,4772,ZK0040,ZK0127,17351001638,NA,NA,NA,BMNH,NA,"K.C.Williams, St Keverne",NA,NA,NA,NA,1987,5,3,19870503,odontocete,sp.indet.,1,a)found on high water mark at 0817hrs
9265,4006,1987/32,04/05/1987,Risso's dolphin,Grampus griseus,"Shetland Isles, Scotland",60.23794503,-1.391375076,"The Firth, W.Shetland",HU33705050,S,F,No,10'3.2'',3.13,NA,NA,1987,32,NA,17-Mar-93,23-Dec-08,4773,ZK0074,ZK0074,43370115050,NA,NA,NA,NCC,NA,NA,NA,NA,NA,NA,1987,5,4,19870504,Grampus,griseus,2,"'dolphin' was seen in the confined Voe for days previously, starved to death?"
9266,4007,1987/33,05/05/1987,Sowerby's Beaked whale,Mesoplodon bidens,"Shetland Isles, Scotland",59.96514886,-1.339963779,Inns Holm (off St Ninian's Isle) Mainland,HU36852015,S,F,No,14'1.3'',4.3,NA,NA,1987,33,NA,17-Mar-93,23-Dec-08,4774,ZK0113,ZK0113,43685112015,NA,NA,NA,finder,NA,J.Joy DAFS (& MG Richardson NCC),NA,NA,NA,NA,1987,5,5,19870505,Mesoplodon,bidens,2,"S.Shetland 59°57.9'N 01°20.5'W, date estimated;'Northern Ness' but GRef gives Inns Holm Id. (St Ninian's Isle) SW Mainland"
9267,4008,1987/34,07/05/1987,Sperm whale,Physeter catodon,"Londonderry, N.Ireland",55.1926,-6.924,E.of Magilligan Point,NA,S,M,No,50'6.3'',15.4,decayed,NA,1987,34,NA,17-Mar-93,23-Dec-08,4775,ZK0107,ZK0107,NA,NA,NA,NA,NA,NA,"J.Grear, DOE; J.Greer, Portrush Countryside Centre; HMcg.",NA,NA,NA,NA,1987,5,7,19870507,Physeter,macrocephalus,4,"a)?skull & teeth, Ulster Museum, Belfast. Irish Gref C 666 388.       b)NOTE Ulster Museum has record - P.catodon, 8 May 1987, Magilligan   Strand (Irish Gref C 67 38). Info from Lynne Rendle, UM, via John     Milburne, DOENI, 25 Nov 1996. Is this same stranding?"
9268,4009,1987/35,11/05/1987,Long-finned pilot whale,Globicephala melas,"Shetland Isles, Scotland",60.60044258,-1.33160282,"Sandvoe, N.Roe, Zetland",HU36609090,S,M,No,7'10.5'',2.4,fresh,NA,1987,35,NA,17-Mar-93,23-Dec-08,4776,ZK0079,ZK0079,43660119090,NA,NA,NA,finder,NA,NA,NA,NA,NA,NA,1987,5,11,19870511,Globicephala,melaena,2,NA
9269,4010,1987/36,07/05/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.20471022,-4.943104569,Pendower Beach,SW90013807,S,NA,No,7'2'',2.18,decayed,NA,1987,36,NA,18-Mar-93,23-Dec-08,4777,ZK0051,ZK0051,19001003807,NA,NA,NA,BMNH,NA,"V.Neal, aux CG.Portscatho",NA,NA,NA,NA,1987,5,7,19870507,Delphinus/Stenella,delphis/coeruleoalba,1,a)'Dead for some time' b)1st info SW89003796 BMNH
9270,4011,1987/37,07/05/1987,Unknown odontocete  ,Unknown odontocete ,Cornwall,50.20444429,-4.942948026,Pendower Beach,SW90023804,S,NA,Yes,5',1.52,decayed,NA,1987,37,NA,18-Mar-93,23-Dec-08,4778,ZK0040,ZK0127,19002003804,NA,NA,NA,BMNH,NA,"V.Neal, aux CG.Portscatho",NA,NA,NA,NA,1987,5,7,19870507,odontocete,sp.indet.,1,a)'smaller i.e. 5' porpoise...unmeasurable because of the state of decomposition' b)1st info SW89003804 BMNH
9271,4012,1987/38,07/05/1987,Unknown odontocete  ,Unknown odontocete ,Cornwall,50.18476012,-4.966958583,Pednvaden,SW88223592,S,NA,No,6',1.83,decayed,NA,1987,38,NA,18-Mar-93,23-Dec-08,4779,ZK0040,ZK0127,18822003592,NA,NA,NA,BMNH,NA,"V.Neal, aux CG.Portscatho",NA,NA,NA,NA,1987,5,7,19870507,odontocete,sp.indet.,1,"a)'on next beach' to previous two entries, 'now buried in sand'       (seen?) Beach assumed 'Pednavaden' from list 'Pendower/Pednvaden',    (confirmed by S.Turk, April 1996) b)1st info SW88003500 BMNH"
9272,4013,1987/39,13/05/1987,Long-finned pilot whale,Globicephala melas,"Strathclyde, Scotland",56.62088744,-6.621403449,"Hogh Bay, Isle of Coll",NM16565721,S,NA,NA,NA,NA,decayed,tooth,1987,39,NA,18-Mar-93,23-Dec-08,4780,ZK0079,ZK0079,11656075721,NA,NA,NA,finder,NA,"B.Beaumont, Mirfield (via S.Johnson, Huddersfield)",NA,NA,NA,NA,1987,5,13,19870513,Globicephala,melaena,2,"a)'Atlantic Beach, Isle of Coll '=on an 'Atlantic' beach? (meaning on W.of island) YES B.Beaumont 31 Aug 1994 Hogh Bay marked (30 Sep 1994 S.Johnson Cliad Bay marked) b)NB JJ actual finder & diaries,  SJ reported only, USE BB c)1st info NM20806060 BMNH"
9273,4014,1987/40,26/05/1987,Unknown delphinid,Unknown delphinid,Cornwall,50.31394711,-4.747674611,Porthpean Beach (nr St Austell),SX04404968,S,NA,Yes,8'6.4'',2.6,decayed,teeth,1987,40,NA,18-Mar-93,23-Dec-08,4781,ZK0062,ZK0062,20440004968,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,5,26,19870526,Tursiops/Lagenorhynchus,truncatus/albirostris,1,"a)'tail, back fin and beak missing' b)'8'2''/2.6m' is this with or without beak & tail?"
9274,4015,1987/41,27/05/1987,Unknown odontocete  ,Unknown odontocete ,Durham,54.84025819,-1.32866904,Seaham (nr Sunderland),NZ43114971,S,NA,NA,NA,NA,NA,NA,1987,41,NA,18-Mar-93,23-Dec-08,4782,ZK0040,ZK0127,44311054971,NA,NA,NA,BMNH,NA,Member of Public through CG.TyneNATees,NA,NA,NA,NA,1987,5,27,19870527,odontocete,sp.indet.,1,a)1st info NZ42244988 BMNH b)'..not confirmed by Coast Guard..'
9275,4016,1987/42,29/05/1987,Unknown odontocete  ,Unknown odontocete ,Norfolk,52.71154638,1.704297297,Winterton (nr Gt Yarmouth),TG50181913,S,NA,NA,NA,NA,fresh?,NA,1987,42,NA,18-Mar-93,23-Dec-08,4783,ZK0040,ZK0127,65018031913,NA,NA,NA,BMNH,NA,"K.Lardy, CG.Gt Yarmouth",NA,NA,NA,NA,1987,5,29,19870529,odontocete,sp.indet.,1,a)washed away? 'or cou???'(looks like 'counlci')(=council?) b)'ID  by Percy Trett local naturalist Young Porpoise' c)1st info         TG49321916 BMNH
9276,4017,1987/43,05/06/1987,Harbour porpoise,Phocoena phocoena,"Down, N.Ireland",54.4055,-5.6411,"Holm Bay, Killyleagh",NA,M,NA,No,5'8.1'',1.73,fresh,NA,1987,43,NA,18-Mar-93,23-Dec-08,4785,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,HMcg Ardglass.,NA,NA,NA,NA,1987,6,5,19870605,Phocoena,phocoena,4,"'propeller marks and cuts, slightly burned, no decomposition smell    internal organs fairly fresh, fin and flippers removed, belly sliced  open'."
9277,4018,1987/43,05/06/1987,Harbour porpoise,Phocoena phocoena,"Down, N.Ireland",54.4055,-5.6411,"Holm Bay, Killyleagh",NA,M,NA,No,2'7.5'',0.8,fresh,NA,1987,43,NA,18-Mar-93,23-Dec-08,4786,ZK0085,ZK0085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,6,5,19870605,Phocoena,phocoena,4,"'mouth and jaw broken, skin peeling, no apparent decomposition smell'."
9278,4019,1987/44,22/06/1987,Harbour porpoise,Phocoena phocoena,Merseyside,53.41941413,-3.106084347,Leasowe,SJ26509200,S,M,No,2'7.5'',0.8,Good,Jaw sample,1987,44,NA,20-Jul-90,23-Dec-08,3194,ZK0085,ZK0085,32650039200,NA,NA,NA,BMNH,NA,NA,NA,NA,NA,NA,1987,6,22,19870622,Phocoena,phocoena,1,PMR held. Believed neonatal. Probably trapped in groynes.
